rates

SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;ISSUEDATE;EVENINGSESSION;DURATION;IS_QUALIFIED_INVESTORS;HIGH_RISK;COUPONFREQUENCY;YIELDATWAP;COUPONDATE;COUPONPERCENT;COUPONVALUE;COUPONDAYSPASSED;COUPONDAYSREMAIN;COUPONLENGTH;ISSUEDATE;INITIALFACEVALUE;SECSUBTYPE;STARTDATEMOEX;DAYSTOREDEMPTION;OFFERDATE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0
RU000A0ZZD88;СберИОС14;Сбербанк ПАО ИОС 001P-14R;Биржевые облигации;RU000A0ZZD88;4B021401481B001P;3;1000,0;RUB;2999999;0;0;TQCB;Т+: Облигации - безадрес.;17.01.2022;;23.07.2018;0;87;0;0;;0,0;17.01.2022;0,010;0,35;1188;86;1274;23.07.2018;1000,0;;2018-07-16;86;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;110,96;1109,6;;2219,2;;2219,2;;2219,2;100,0;;;;;14,00;10,00
RU000A0ZZDB0;ЕАБР 1Р-01;ЕАБР БО 001Р-01;Биржевые облигации;RU000A0ZZDB0;;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;11.07.2028;;24.07.2018;0;439;0;0;2;;18.01.2022;5,950;29,67;95;87;182;24.07.2018;1000,0;;2018-07-24;2453;2023-01-20;Евразийский банк развития;9909220306;1;98,02;996,01;796,81;1195,21;766,93;1225,09;737,05;1254,97;20,0;200000;23,0;1000000;26,0;8,00;8,00
RU000A0ZZDM7;СберИОС13;Сбербанк ПАО БCО 001P-13R;Биржевые облигации;RU000A0ZZDM7;4B021301481B001P;3;1000,0;RUB;368445;0;0;TQCB;Т+: Облигации - безадрес.;26.01.2022;;19.07.2018;0;95;0;0;;;26.01.2022;0,010;0,35;1192;95;1287;19.07.2018;1000,0;;2018-07-19;95;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;153,27;1532,7;;3065,4;;3065,4;;3065,4;100,0;;;;;10,00;10,00
RU000A0ZZE20;СберБ Б16R;Сбербанк ПАО БО 001P-16R;Биржевые облигации;RU000A0ZZE20;4B021601481B001P;1;1000,0;RUB;40000000;1;0;TQCB;Т+: Облигации - безадрес.;18.01.2023;;25.07.2018;0;433;0;0;2;8,12;19.01.2022;7,500;37,4;94;88;182;25.07.2018;1000,0;;2018-07-25;452;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;99,68;1016,53;813,22;1219,84;782,73;1250,33;752,23;1280,83;20,0;800000;23,0;4000000;26,0;10,00;10,00
RU000A0ZZE38;СберИОС15;Сбербанк ПАО БCО 001P-15R;Биржевые облигации;RU000A0ZZE38;4B021501481B001P;3;1000,0;RUB;280181;0;0;TQCB;Т+: Облигации - безадрес.;07.08.2022;;07.08.2018;0;288;0;0;;;07.08.2022;0,010;0,4;1173;288;1461;07.08.2018;1000,0;;2018-07-23;288;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;130,38;1303,8;;2607,6;;2607,6;;2607,6;100,0;;;;;17,00;11,00
RU000A0ZZE87;МосКред 15;МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 15;Корпоративные облигации;RU000A0ZZE87;41501978B;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;;;24.07.2018;0;;1;0;2;8,9;18.01.2022;12,000;59,84;95;87;182;24.07.2018;1000,0;Субординированные облигации;2018-08-01;;;"""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК"" (публичное акционерное общество)";7734202860;1;106,44;1096,29;;2192,58;;2192,58;;2192,58;100,0;;;;;20,00;13,00
RU000A0ZZEA0;СолЛизБО01;Солид-Лизинг ООО БО-001-01;Биржевые облигации;RU000A0ZZEA0;4B02-01-00330-R-001P;3;1000,0;RUB;200000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;18.07.2023;;24.07.2018;0;577;0;1;4;12,14;18.01.2022;13,000;32,41;4;87;91;24.07.2018;1000,0;;2018-07-24;633;;"Общество с ограниченной ответственностью ""Солид-Лизинг""";7714582540;1;102,27;1024,84;;2049,68;;2049,68;;2049,68;100,0;;;;;10,00;10,00
RU000A0ZZEM5;ЯрОбл35016;Ярославская область 35016 обл.;Региональные облигации;RU000A0ZZEM5;RU35016YRS0;1;1000,0;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;21.09.2025;;30.07.2018;0;903;0;0;4;8,23;26.12.2021;7,950;19,82;27;64;91;30.07.2018;1000,0;;2018-07-30;1429;;Департамент финансов Ярославской области;7604002902;1;99,85;1004,82;;2009,64;;2009,64;;2009,64;100,0;;;;;10,00;10,00
RU000A0ZZER4;ГазпромБО7;Газпром ПАО БО-07;Биржевые облигации;RU000A0ZZER4;4B02-07-00028-A;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;12.07.2033;;31.07.2018;0;;0;0;2;;25.01.2022;8,100;40,39;88;94;182;31.07.2018;1000,0;;2018-07-31;4280;2025-07-29;"Публичное акционерное общество ""Газпром""";7736050003;1;99,94;1019,37;713,56;1325,18;682,98;1355,76;652,4;1386,34;30,0;200000;33,0;1000000;36,0;10,00;10,00
RU000A0ZZES2;ГазпромБ22;Газпром ПАО БО-22;Биржевые облигации;RU000A0ZZES2;4B02-22-00028-A;1;1000,0;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;23.06.2048;;31.07.2018;0;1190;0;0;2;8,35;25.01.2022;8,100;40,39;88;94;182;31.07.2018;1000,0;;2018-07-31;9740;2025-07-29;"Публичное акционерное общество ""Газпром""";7736050003;1;99,83;1018,27;865,53;1171,01;834,98;1201,56;804,43;1232,11;15,0;300000;18,0;1500000;21,0;10,00;10,00
RU000A0ZZET0;ГазпромБ23;Газпром ПАО БО-23;Биржевые облигации;RU000A0ZZET0;4B02-23-00028-A;1;1000,0;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;23.06.2048;;31.07.2018;0;1191;0;0;2;8,22;25.01.2022;8,100;40,39;88;94;182;31.07.2018;1000,0;;2018-07-31;9740;2025-07-29;"Публичное акционерное общество ""Газпром""";7736050003;1;100,09;1020,87;867,74;1174,0;837,11;1204,63;806,49;1235,25;15,0;300000;18,0;1500000;21,0;10,00;10,00
RU000A0ZZFC3;СберИОС17;Сбербанк ПАО ИОС 001P-17R;Биржевые облигации;RU000A0ZZFC3;4B021801481B001P;3;1000,0;RUB;2400271;0;0;TQCB;Т+: Облигации - безадрес.;15.02.2022;;21.08.2018;0;115;0;0;;0,0;15.02.2022;0,010;0,35;1159;115;1274;21.08.2018;1000,0;;2018-08-06;115;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;107,79;1077,9;;2155,8;;2155,8;;2155,8;100,0;;;;;15,00;10,00
RU000A0ZZFZ4;ГПБ 01-АТ1;ГПБ (АО) 01-АТ1;Корпоративные облигации;RU000A0ZZFZ4;41900354B;3;1000,0;RUB;20000000;0;0;TQCB;Т+: Облигации - безадрес.;;;10.08.2018;0;;1;0;2;;04.02.2022;8,000;39,89;78;104;182;10.08.2018;1000,0;Субординированные облигации;2018-09-05;;;"""Газпромбанк"" (Акционерное общество)";7744001497;1;100,0;1017,53;732,62;1302,44;702,1;1332,96;671,57;1363,49;28,0;400000;31,0;2000000;34,0;10,00;10,00
RU000A0ZZGT5;РЖД 1Р-08R;РЖД ОАО БО 001Р-08R;Биржевые облигации;RU000A0ZZGT5;4B02-08-65045-D-001P;2;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;03.08.2028;;16.08.2018;0;1977;0;0;2;-5,24;10.02.2022;7,390;36,85;72;110;182;16.08.2018;1000,0;;2018-08-16;2476;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;103,79;1052,88;926,53;1179,23;894,95;1210,81;863,36;1242,4;12,0;200000;15,0;1000000;18,0;10,00;10,00
RU000A0ZZHD7;СберИОС20;Сбербанк ПАО ИОС 001P-20R;Биржевые облигации;RU000A0ZZHD7;4B021901481B001P;3;1000,0;RUB;628518;0;0;TQCB;Т+: Облигации - безадрес.;30.08.2022;;30.08.2018;0;311;0;0;;;30.08.2022;0,010;0,4;1150;311;1461;30.08.2018;1000,0;;2018-08-20;311;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;141,77;1417,7;;2835,4;;2835,4;;2835,4;100,0;;;;;17,00;11,00
RU000A0ZZKP5;ЦентрИБ1Р5;Центр-инвест ПАО БО-001P-05;Биржевые облигации;RU000A0ZZKP5;4B020502225B001P;3;1000,0;RUB;412075;0;0;TQCB;Т+: Облигации - безадрес.;03.03.2022;;06.09.2018;0;130;0;0;4;;02.12.2021;7,500;18,7;51;40;91;06.09.2018;1000,0;;2018-09-06;131;;"Публичное акционерное общество коммерческий банк ""Центр-инвест""";6163011391;1;99,99;1010,79;;2021,58;;2021,58;;2021,58;100,0;;;;;10,00;10,00
RU000A0ZZKR1;СберИОС25;Сбербанк ПАО ИОС 001P-25R;Биржевые облигации;RU000A0ZZKR1;4B022101481B001P;3;1000,0;RUB;942396;0;0;TQCB;Т+: Облигации - безадрес.;15.03.2022;;05.09.2018;0;143;0;0;;;15.03.2022;1,350;47,6;1144;143;1287;05.09.2018;1000,0;;2018-09-05;143;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;130,18;1301,8;;2603,6;;2603,6;;2603,6;100,0;;;;;15,00;10,00
RU000A0ZZKS9;СберИОС21;Сбербанк ПАО ИОС 001P-21R;Биржевые облигации;RU000A0ZZKS9;4B022001481B001P;3;1000,0;RUB;582300;0;0;TQCB;Т+: Облигации - безадрес.;15.03.2022;;05.09.2018;0;143;0;0;;;15.03.2022;0,010;0,35;1144;143;1287;05.09.2018;1000,0;;2018-09-05;143;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;150,67;1506,7;;3013,4;;3013,4;;3013,4;100,0;;;;;17,00;11,00
RU000A0ZZL05;МетИнвБ Б3;Металлинвестбанк ПАО АКБ БО-03;Биржевые облигации;RU000A0ZZL05;4B020302440B;3;1000,0;RUB;2700000;0;0;TQCB;Т+: Облигации - безадрес.;04.09.2023;;10.09.2018;0;;0;0;2;;07.03.2022;6,500;32,41;47;135;182;10.09.2018;1000,0;;2018-09-10;681;2022-03-10;"АКЦИОНЕРНЫЙ КОММЕРЧЕСКИЙ БАНК ""МЕТАЛЛУРГИЧЕСКИЙ ИНВЕСТИЦИОННЫЙ БАНК"" (ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО)";7709138570;1;99,99;1008,63;;2017,26;;2017,26;;2017,26;100,0;;;;;10,00;10,00
RU000A0ZZM87;КрасЯрКр16;Красноярский край 35016 обл.;Региональные облигации;RU000A0ZZM87;RU35016KNA0;1;1000,0;RUB;12000000;0;0;TQCB;Т+: Облигации - безадрес.;12.09.2025;;21.09.2018;0;520;0;0;4;8,22;17.12.2021;8,700;21,69;36;55;91;21.09.2018;1000,0;;2018-09-21;1420;;министерство финансов Красноярского края;2460071533;1;100,95;1018,56;906,52;1130,6;875,96;1161,16;845,4;1191,72;11,0;240000;14,0;1200000;17,0;10,00;10,00
RU000A0ZZMA3;СберИОС18;Сбербанк ПАО ИОС 001P-18R;Биржевые облигации;RU000A0ZZMA3;4B022301481B001P;3;1000,0;RUB;472581;0;0;TQCB;Т+: Облигации - безадрес.;31.03.2022;;21.09.2018;0;160;0;0;;;31.03.2022;1,350;47,6;1128;159;1287;21.09.2018;1000,0;;2018-09-21;159;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;132,48;1324,8;;2649,6;;2649,6;;2649,6;100,0;;;;;15,00;10,00
RU000A0ZZMB1;СберИОС23;Сбербанк ПАО ИОС 001P-23R;Биржевые облигации;RU000A0ZZMB1;4B022401481B001P;3;1000,0;RUB;1317762;0;0;TQCB;Т+: Облигации - безадрес.;24.03.2022;;27.09.2018;0;152;0;0;;0,0;24.03.2022;0,010;0,35;1122;152;1274;27.09.2018;1000,0;;2018-09-21;152;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;107,05;1070,5;;2141,0;;2141,0;;2141,0;100,0;;;;;15,00;10,00
RU000A0ZZMQ9;СолЛизБО02;Солид-Лизинг ООО БО-001-02;Биржевые облигации;RU000A0ZZMQ9;4B02-02-00330-R-001P;3;1000,0;RUB;180000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;19.09.2023;;25.09.2018;0;624;0;1;4;13,09;21.12.2021;12,500;31,16;32;59;91;25.09.2018;1000,0;;2018-09-25;696;;"Общество с ограниченной ответственностью ""Солид-Лизинг""";7714582540;1;99,94;1011,04;;2022,08;;2022,08;;2022,08;100,0;;;;;100,00;100,00
RU000A0ZZNJ2;Якут-11 об;Республика Саха (Якутия) об.11;Региональные облигации;RU000A0ZZNJ2;RU35011RSY0;1;900,0;RUB;6000000;0;0;TQCB;Т+: Облигации - безадрес.;24.09.2025;;03.10.2018;0;729;0;0;4;;29.11.2021;8,950;20,08;54;37;91;03.10.2018;1000,0;;2018-10-03;1432;;Министерство финансов Республики Саха (Якутия);1435027673;1;101,48;925,68;805,34;1046,02;777,57;1073,79;749,8;1101,56;13,0;120000;16,0;600000;19,0;10,00;10,00
RU000A0ZZNL8;ДерПлат1P2;Держава-Платформа БО-01Р-02;Биржевые облигации;RU000A0ZZNL8;4B02-02-00366-R-001P;3;1000,0;RUB;1250000;0;0;TQCB;Т+: Облигации - безадрес.;18.05.2023;;03.10.2018;0;31;0;0;2;;18.11.2021;8,000;39,89;156;26;182;03.10.2018;1000,0;;2018-10-03;572;2021-11-23;"Общество с ограниченной ответственностью ""Держава-Платформа""";7704860781;1;99,94;1034,03;;2068,06;;2068,06;;2068,06;100,0;;;;;10,00;10,00
RU000A0ZZNW5;ИА ДОМ 4P2;ДОМ.РФ Ипотечный агент 04-002P;Корпоративные облигации;RU000A0ZZNW5;4-04-00307-R-002P;1;283,22;RUB;4751314;0;0;TQCB;Т+: Облигации - безадрес.;28.09.2047;;08.10.2018;0;684;0;0;4;0,0;28.12.2021;8,300;5,86;25;66;91;08.10.2018;1000,0;Облигации с ипотечным покрытием;2018-10-08;9471;;"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""";7727290538;1;99,7;284,11;218,76;349,46;210,24;357,98;;568,22;23,0;95026;26,0;475131;100,0;10,00;10,00
RU000A0ZZP19;СберИОС24;Сбербанк ПАО ИОС 001P-24R;Биржевые облигации;RU000A0ZZP19;4B022501481B001P;3;1000,0;RUB;284434;0;0;TQCB;Т+: Облигации - безадрес.;18.04.2022;;08.10.2018;0;178;0;0;;;18.04.2022;0,010;0,35;1111;177;1288;08.10.2018;1000,0;;2018-10-08;177;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;161,07;1610,7;;3221,4;;3221,4;;3221,4;100,0;;;;;16,00;10,00
RU000A0ZZP27;СберИОС29;Сбербанк ПАО БО 001P-29R;Биржевые облигации;RU000A0ZZP27;4B022701481B001P;3;1000,0;RUB;567529;0;0;TQCB;Т+: Облигации - безадрес.;11.11.2021;;23.10.2018;0;20;0;0;;0,0;11.11.2021;0,010;0,31;1096;19;1115;23.10.2018;1000,0;;2018-10-08;19;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;109,56;1095,6;;2191,2;;2191,2;;2191,2;100,0;;;;;13,00;10,00
RU000A0ZZP35;СберИОС27;Сбербанк ПАО ИОС 001P-27R;Биржевые облигации;RU000A0ZZP35;4B022601481B001P;3;1000,0;RUB;517416;0;0;TQCB;Т+: Облигации - безадрес.;18.04.2022;;08.10.2018;0;177;0;0;;0,0;18.04.2022;1,350;47,64;1111;177;1288;08.10.2018;1000,0;;2018-10-08;177;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;134,63;1346,3;;2692,6;;2692,6;;2692,6;100,0;;;;;16,00;10,00
RU000A0ZZPB4;Новосиб 19;Новосибирская область об. 19;Региональные облигации;RU000A0ZZPB4;RU34019ANO0;1;500,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;15.10.2023;;16.10.2018;0;593;0;0;4;7,98;16.01.2022;8,570;10,68;6;85;91;16.10.2018;1000,0;;2018-10-16;722;;Министерство финансов и налоговой политики Новосибирской области;5406634649;1;101,23;507,09;;1014,18;;1014,18;;1014,18;100,0;;;;;10,00;10,00
RU000A0ZZPE8;СберИОС30;Сбербанк ПАО ИОС 001P-30R;Биржевые облигации;RU000A0ZZPE8;4B022801481B001P;3;1000,0;RUB;529466;0;0;TQCB;Т+: Облигации - безадрес.;21.04.2022;;25.10.2018;0;181;0;0;;0,0;21.04.2022;0,010;0,35;1094;180;1274;25.10.2018;1000,0;;2018-10-15;180;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;97,55;975,5;;1951,0;;1951,0;;1951,0;100,0;;;;;15,00;10,00
RU000A0ZZPZ3;РСХБ БО-6Р;Россельхозбанк АО БО-06Р;Биржевые облигации;RU000A0ZZPZ3;4B020603349B001P;2;1000,0;RUB;13000000;0;0;TQCB;Т+: Облигации - безадрес.;14.10.2022;;19.10.2018;0;349;0;0;2;7,86;15.04.2022;9,000;44,88;8;174;182;19.10.2018;1000,0;;2018-10-19;356;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;101,13;1013,77;922,53;1105,01;892,12;1135,42;861,7;1165,84;9,0;260000;12,0;1300000;15,0;11,00;10,00
RU000A0ZZQ18;СберИОС33;Сбербанк ПАО ИОС 001P-33R;Биржевые облигации;RU000A0ZZQ18;4B023001481B001P;3;1000,0;RUB;587714;0;0;TQCB;Т+: Облигации - безадрес.;28.04.2022;;19.10.2018;0;188;0;0;;0,0;28.04.2022;1,350;47,6;1100;187;1287;19.10.2018;1000,0;;2018-10-19;187;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;135,43;1354,3;;2708,6;;2708,6;;2708,6;100,0;;;;;16,00;10,00
RU000A0ZZQH9;СвердлОбл5;Свердловская область 05;Региональные облигации;RU000A0ZZQH9;RU35005SVS0;1;800,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;23.10.2026;;25.10.2018;0;599;0;0;4;8,34;20.12.2021;8,680;17,31;33;58;91;25.10.2018;1000,0;;2018-10-25;1826;;Министерство финансов Свердловской области;6661004608;1;100,75;812,66;707,01;918,31;682,63;942,69;658,25;967,07;13,0;100000;16,0;500000;19,0;10,00;10,00
RU000A0ZZQJ5;А7 Агро обК01;А7 Агро обК01;Коммерческая облигация;RU000A0ZZQJ5;4CDE-01-00411-R;;1000,0;RUB;100000000;0;0;OBBO;ОТС-система: облигации;19.10.2023;;;0;;0;0;2;;21.04.2022;7,250;36,15;2;180;182;;1000,0;;;726;;;;1;;;;;;;;;100,0;;;;;;
RU000A0ZZQK3;СберИОС31;Сбербанк ПАО ИОС 001P-31R;Биржевые облигации;RU000A0ZZQK3;4B023101481B001P;3;1000,0;RUB;490512;0;0;TQCB;Т+: Облигации - безадрес.;27.10.2022;;30.10.2018;0;369;0;0;;0,0;27.10.2022;0,010;0,4;1089;369;1458;30.10.2018;1000,0;;2018-10-24;369;;"Публичное акционерное общество ""Сбербанк России""";7707083893;1;127,53;1275,3;;2550,6;;2550,6;;2550,6;100,0;;;;;18,00;12,00
RU000A0ZZQN7;ФСК ЕЭС1Р1;ФСК ЕЭС ПАО БО 001P-01R;Биржевые облигации;RU000A0ZZQN7;4B02-01-65018-D-001P;1;1000,0;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;19.10.2023;;25.10.2018;0;676;0;0;4;7,26;20.01.2022;8,700;21,69;2;89;91;25.10.2018;1000,0;;2018-10-25;726;;"Публичное акционерное общество ""Федеральная сетевая компания Единой энергетической системы""";4716016979;1;102,1;1021,95;889,1;1154,8;858,44;1185,46;827,78;1216,12;13,0;200000;16,0;1000000;19,0;10,00;10,00
RU000A0ZZQQ0;ХабарКрай7;Хабаровский край 07;Региональные облигации;RU000A0ZZQQ0;RU35007HAB0;3;1000,0;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;24.10.2025;;26.10.2018;0;908;0;0;4;7,58;21.01.2022;9,000;22,44;1;90;91;26.10.2018;1000,0;;2018-10-26;1462;;Министерство финансов Хабаровского края;2700000176;1;103,94;1040,14;;2080,28;;2080,28;;2080,28;100,0;;;;;10,00;10,00
